Time,Voltage,Current,Power,State
1337.0,0.88,32.62,14,DRY_RUN
1338.0,0.88,32.54,0,DRY_RUN
1339.0,0.88,40.99,16,DRY_RUN
1340.0,0.88,17.56,62,DRY_RUN
1341.0,0.88,31.13,92,DRY_RUN
1342.0,0.88,47.12,62,DRY_RUN
1343.0,0.88,26.95,66,DRY_RUN
1344.0,0.88,48.47,42,DRY_RUN
1345.0,0.88,57.54,6,DRY_RUN
1347.0,0.88,42.48,20,DRY_RUN
1348.0,0.88,42.68,4,DRY_RUN
1349.0,0.88,39.36,32,DRY_RUN
1350.0,0.87,23.71,86,DRY_RUN
1351.0,0.88,33.08,72,DRY_RUN
1352.0,0.88,51.45,50,DRY_RUN
1353.0,0.88,42.7,20,DRY_RUN
1354.0,0.88,49.34,22,DRY_RUN
1355.0,0.88,38.99,10,DRY_RUN
1356.0,0.88,39.6,98,DRY_RUN
1357.0,0.88,36.66,10,DRY_RUN
1358.0,0.88,30.37,40,DRY_RUN
1359.0,0.88,24.97,22,DRY_RUN
1360.0,0.88,32.08,50,DRY_RUN
1361.0,0.88,41.99,92,DRY_RUN
1362.0,0.88,39.61,10,DRY_RUN
1363.0,0.88,43.23,4,DRY_RUN
1365.0,0.88,33.64,14,DRY_RUN
1366.0,0.88,33.02,66,DRY_RUN
1367.0,0.87,26.97,6,DRY_RUN
1368.0,0.87,43.57,68,DRY_RUN
1369.0,0.88,32.28,46,DRY_RUN
1370.0,0.88,34.29,30,DRY_RUN
1371.0,0.88,38.24,72,DRY_RUN
1372.0,0.88,49.47,52,DRY_RUN
1373.0,0.88,43.59,4,DRY_RUN
1374.0,0.88,47.58,40,DRY_RUN
1375.0,0.88,31.4,78,DRY_RUN
1376.0,0.87,32.53,10,DRY_RUN
1377.0,0.88,37.43,56,DRY_RUN
1378.0,0.89,42.25,4,DRY_RUN
1379.0,0.88,53.68,16,DRY_RUN
1380.0,0.88,44.26,88,DRY_RUN
1382.0,0.88,36.9,32,DRY_RUN
1383.0,0.88,44.67,10,DRY_RUN
1384.0,0.88,40.04,32,DRY_RUN
1385.0,0.88,22.25,32,DRY_RUN
1386.0,0.87,26.89,4,DRY_RUN
1387.0,0.88,38.78,82,DRY_RUN
1388.0,0.89,31.59,26,DRY_RUN
1389.0,0.88,43.38,36,DRY_RUN
1390.0,0.88,46.99,62,DRY_RUN
1391.0,0.88,47.99,4,DRY_RUN
1392.0,0.88,60.05,16,DRY_RUN
1393.0,0.89,41.1,10,DRY_RUN
1394.0,0.88,31.97,96,DRY_RUN
1395.0,0.87,37.46,10,DRY_RUN
1396.0,0.89,34.2,30,DRY_RUN
1397.0,0.88,17.76,50,DRY_RUN
1399.0,0.88,33.41,78,DRY_RUN
1400.0,0.88,43.3,6,DRY_RUN
1401.0,0.87,32.33,30,DRY_RUN
1402.0,0.88,59.83,30,DRY_RUN
1403.0,0.89,47.02,6,DRY_RUN
1404.0,0.88,44.39,68,DRY_RUN
1405.0,0.88,45.91,0,DRY_RUN
1406.0,0.89,39.79,30,DRY_RUN
1407.0,0.88,23.05,96,DRY_RUN
1408.0,0.88,39.55,76,DRY_RUN
1409.0,0.89,48.36,10,DRY_RUN
1410.0,0.87,38.05,26,DRY_RUN
1411.0,0.87,53.93,26,DRY_RUN
1412.0,0.89,39.05,14,DRY_RUN
1413.0,0.88,30.01,88,DRY_RUN
1414.0,0.87,37.59,10,DRY_RUN
1415.0,0.88,39.54,30,DRY_RUN
1417.0,0.88,22.42,46,DRY_RUN
1418.0,0.88,39.14,58,DRY_RUN
1419.0,0.88,43.81,6,DRY_RUN
1420.0,0.87,32.57,4,DRY_RUN
1421.0,0.88,53.37,14,DRY_RUN
1422.0,0.89,39.27,6,DRY_RUN
1423.0,0.89,25.65,62,DRY_RUN
1424.0,0.88,37.41,6,DRY_RUN
1425.0,0.88,39.97,52,DRY_RUN
1426.0,0.88,22.36,72,DRY_RUN
1427.0,0.88,54.59,58,DRY_RUN
1428.0,0.88,55.73,14,DRY_RUN
1429.0,0.88,46.37,10,DRY_RUN
1430.0,0.88,59.88,14,DRY_RUN
1431.0,0.88,45.26,16,DRY_RUN
1432.0,0.88,25.23,98,DRY_RUN
1434.0,0.88,36.56,10,DRY_RUN
1435.0,0.88,38.56,36,DRY_RUN
1436.0,0.88,24.32,22,DRY_RUN
1437.0,0.88,46.31,50,DRY_RUN
1438.0,0.88,41.85,0,DRY_RUN
1439.0,0.88,32.7,14,DRY_RUN
1440.0,0.88,41.32,0,DRY_RUN
1441.0,0.89,41.68,16,DRY_RUN
1442.0,0.88,23.06,62,DRY_RUN
1443.0,0.87,26.48,6,DRY_RUN
1444.0,0.88,43.04,62,DRY_RUN
1445.0,0.88,31.97,52,DRY_RUN
1446.0,0.88,48.55,30,DRY_RUN
1447.0,0.88,39.49,0,DRY_RUN
1448.0,0.88,39.05,66,DRY_RUN
1449.0,0.89,39.58,4,DRY_RUN
1450.0,0.88,48.0,42,DRY_RUN
1452.0,0.88,34.03,76,DRY_RUN
1453.0,0.87,31.22,10,DRY_RUN
1454.0,0.88,40.31,56,DRY_RUN
1455.0,0.89,42.33,4,DRY_RUN
1456.0,0.88,57.19,10,DRY_RUN
1457.0,0.88,42.13,20,DRY_RUN
1458.0,0.88,40.74,52,DRY_RUN
1459.0,0.88,47.36,14,DRY_RUN
1460.0,0.88,40.2,40,DRY_RUN
1461.0,0.88,31.37,16,DRY_RUN
1462.0,0.88,28.88,0,DRY_RUN
1463.0,0.88,32.49,92,DRY_RUN
1464.0,0.88,34.68,14,DRY_RUN
1465.0,0.88,45.98,0,DRY_RUN
1466.0,0.89,31.63,16,DRY_RUN
1467.0,0.88,34.12,76,DRY_RUN
1469.0,0.88,30.07,6,DRY_RUN
1470.0,0.87,39.61,68,DRY_RUN
1471.0,0.88,30.57,30,DRY_RUN
1472.0,0.88,35.14,4,DRY_RUN
1473.0,0.88,30.65,72,DRY_RUN
1474.0,0.88,38.24,76,DRY_RUN
1475.0,0.88,54.03,4,DRY_RUN
1476.0,0.88,37.26,82,DRY_RUN
1477.0,0.88,45.56,56,DRY_RUN
1478.0,0.89,41.42,10,DRY_RUN
1479.0,0.88,39.1,52,DRY_RUN
1480.0,0.88,30.4,10,DRY_RUN
1481.0,0.87,39.75,22,DRY_RUN
1482.0,0.88,35.47,88,DRY_RUN
1483.0,0.89,45.32,46,DRY_RUN
1484.0,0.88,55.69,10,DRY_RUN
1486.0,0.88,36.21,32,DRY_RUN
1487.0,0.88,37.16,46,DRY_RUN
1488.0,0.88,29.11,4,DRY_RUN
1489.0,0.88,30.49,88,DRY_RUN
1490.0,0.88,30.13,10,DRY_RUN
1491.0,0.88,33.31,22,DRY_RUN
1492.0,0.88,25.46,46,DRY_RUN
1493.0,0.87,42.59,66,DRY_RUN
1494.0,0.88,49.3,6,DRY_RUN
1495.0,0.88,32.62,4,DRY_RUN
1496.0,0.87,43.2,10,DRY_RUN
1497.0,0.88,40.03,6,DRY_RUN
1498.0,0.88,20.47,68,DRY_RUN
1499.0,0.88,30.99,88,DRY_RUN
1500.0,0.88,46.53,66,DRY_RUN
1501.0,0.87,30.95,30,DRY_RUN
1502.0,0.88,44.54,16,DRY_RUN
1504.0,0.89,42.93,6,DRY_RUN
1505.0,0.87,35.81,96,DRY_RUN
1506.0,0.87,24.35,6,DRY_RUN
1507.0,0.88,41.04,62,DRY_RUN
1508.0,0.88,29.36,50,DRY_RUN
1509.0,0.88,35.94,36,DRY_RUN
1510.0,0.87,43.91,62,DRY_RUN
1511.0,0.89,52.0,14,DRY_RUN
1512.0,0.88,49.79,14,DRY_RUN
1513.0,0.88,47.34,14,DRY_RUN
1514.0,0.87,36.8,32,DRY_RUN
1515.0,0.88,32.12,6,DRY_RUN
1516.0,0.89,39.89,22,DRY_RUN
1517.0,0.88,22.07,56,DRY_RUN
1518.0,0.88,22.79,92,DRY_RUN
1519.0,0.88,45.75,68,DRY_RUN
1521.0,0.88,28.87,40,DRY_RUN
1522.0,0.88,46.62,30,DRY_RUN
1523.0,0.88,53.79,4,DRY_RUN
1524.0,0.86,41.98,52,DRY_RUN
1525.0,0.88,32.92,4,DRY_RUN
1526.0,0.89,50.41,46,DRY_RUN
1527.0,0.88,35.26,78,DRY_RUN
1528.0,0.87,33.93,46,DRY_RUN
1529.0,0.88,43.47,68,DRY_RUN
1530.0,0.88,40.17,40,DRY_RUN
1531.0,0.88,44.16,0,DRY_RUN
1532.0,0.87,44.69,40,DRY_RUN
1533.0,0.88,43.79,62,DRY_RUN
1534.0,0.88,33.96,10,DRY_RUN
1535.0,0.88,39.1,52,DRY_RUN
1536.0,0.88,34.36,6,DRY_RUN
1538.0,0.88,41.12,26,DRY_RUN
1539.0,0.88,44.12,88,DRY_RUN
1540.0,0.88,46.67,52,DRY_RUN
1541.0,0.88,48.59,14,DRY_RUN
1542.0,0.88,50.36,50,DRY_RUN
1543.0,0.88,44.02,22,DRY_RUN
1544.0,0.89,24.51,10,DRY_RUN
1545.0,0.88,25.97,96,DRY_RUN
1546.0,0.88,35.42,30,DRY_RUN
1547.0,0.88,36.78,32,DRY_RUN
1548.0,0.87,41.36,10,DRY_RUN
1549.0,0.88,47.96,30,DRY_RUN
1550.0,0.88,40.34,10,DRY_RUN
1551.0,0.95,39.8,104,DRY_RUN
1552.0,0.77,36.09,10,DRY_RUN
1553.0,0.8,38.01,40,DRY_RUN
1554.0,0.86,28.35,6,DRY_RUN
1556.0,0.94,35.3,40,DRY_RUN
1557.0,0.9,41.16,98,DRY_RUN
1558.0,0.88,42.24,36,DRY_RUN
1559.0,0.88,43.89,10,DRY_RUN
1560.0,0.88,33.11,32,DRY_RUN
1561.0,0.87,31.83,30,DRY_RUN
1562.0,0.88,31.31,4,DRY_RUN
1563.0,0.88,31.9,86,DRY_RUN
1564.0,0.88,37.55,16,DRY_RUN
1565.0,0.88,42.35,4,DRY_RUN
1566.0,0.88,34.24,46,DRY_RUN
1567.0,0.88,44.91,50,DRY_RUN
1568.0,0.88,34.71,0,DRY_RUN
1569.0,0.88,31.49,88,DRY_RUN
1570.0,0.88,27.69,20,DRY_RUN
1571.0,0.88,36.91,32,DRY_RUN
1573.0,0.88,30.81,16,DRY_RUN
1574.0,0.88,44.98,36,DRY_RUN
1575.0,0.88,46.4,6,DRY_RUN
1576.0,0.88,34.3,32,DRY_RUN
1577.0,0.88,39.08,6,DRY_RUN
1578.0,0.88,39.18,30,DRY_RUN
1579.0,0.88,29.51,40,DRY_RUN
1580.0,0.88,31.36,4,DRY_RUN
1581.0,0.88,34.44,86,DRY_RUN
1582.0,0.88,39.09,22,DRY_RUN
1583.0,0.88,44.2,6,DRY_RUN
1584.0,0.88,39.09,32,DRY_RUN
1585.0,0.88,38.18,42,DRY_RUN
1586.0,0.89,20.94,4,DRY_RUN
1587.0,0.88,29.17,92,DRY_RUN
1588.0,0.88,35.47,14,DRY_RUN
1589.0,0.88,32.14,20,DRY_RUN
1591.0,0.88,30.21,52,DRY_RUN
1592.0,0.88,41.29,78,DRY_RUN
1593.0,0.88,44.6,6,DRY_RUN
1594.0,0.88,40.63,72,DRY_RUN
1595.0,0.87,42.37,6,DRY_RUN
1596.0,0.88,29.81,10,DRY_RUN
1597.0,0.88,18.79,66,DRY_RUN
1598.0,0.88,29.99,76,DRY_RUN
1599.0,0.88,45.59,76,DRY_RUN
1600.0,0.88,37.66,10,DRY_RUN
1601.0,0.88,41.54,0,DRY_RUN
1602.0,0.89,33.7,26,DRY_RUN
1603.0,0.88,35.78,56,DRY_RUN
1604.0,0.88,25.6,4,DRY_RUN
1605.0,0.88,29.12,92,DRY_RUN
1606.0,0.88,37.76,30,DRY_RUN
1608.0,0.87,44.62,6,DRY_RUN
1609.0,0.88,33.1,22,DRY_RUN
1610.0,0.88,49.45,40,DRY_RUN
1611.0,0.88,35.4,4,DRY_RUN
1612.0,0.88,30.83,88,DRY_RUN
1613.0,0.88,37.77,6,DRY_RUN
1614.0,0.88,39.85,30,DRY_RUN
1615.0,0.87,24.57,40,DRY_RUN
1616.0,0.88,43.9,46,DRY_RUN
1617.0,0.88,44.55,86,DRY_RUN
1618.0,0.88,34.1,16,DRY_RUN
1619.0,0.88,43.14,4,DRY_RUN
1620.0,0.88,40.39,30,DRY_RUN
1621.0,0.88,22.21,32,DRY_RUN
1622.0,0.87,26.67,4,DRY_RUN
1623.0,0.88,39.38,78,DRY_RUN
1625.0,0.88,31.66,26,DRY_RUN
1626.0,0.88,35.19,32,DRY_RUN
1627.0,0.88,44.83,62,DRY_RUN
1628.0,0.88,54.18,36,DRY_RUN
1629.0,0.88,47.6,4,DRY_RUN
1630.0,0.88,35.29,42,DRY_RUN
1631.0,0.88,43.13,46,DRY_RUN
1632.0,0.88,36.45,6,DRY_RUN
1633.0,0.88,37.27,68,DRY_RUN
1634.0,0.88,37.49,68,DRY_RUN
1635.0,0.88,43.0,6,DRY_RUN
1636.0,0.88,31.56,56,DRY_RUN
1637.0,0.88,55.51,30,DRY_RUN
1638.0,0.88,41.82,4,DRY_RUN
1639.0,0.89,31.48,62,DRY_RUN
1640.0,0.88,42.52,0,DRY_RUN
1641.0,0.88,38.33,36,DRY_RUN
1643.0,0.88,23.11,82,DRY_RUN
1644.0,0.87,45.07,76,DRY_RUN
1645.0,0.89,52.06,52,DRY_RUN
1646.0,0.88,44.61,16,DRY_RUN
1647.0,0.88,49.58,20,DRY_RUN
1648.0,0.88,43.43,14,DRY_RUN
1649.0,0.88,40.66,98,DRY_RUN
1650.0,0.88,34.96,14,DRY_RUN
1651.0,0.88,35.21,58,DRY_RUN
1652.0,0.88,40.69,6,DRY_RUN
1653.0,0.88,46.47,4,DRY_RUN
1654.0,0.88,36.54,86,DRY_RUN
1655.0,0.88,59.32,52,DRY_RUN
1656.0,0.88,42.4,6,DRY_RUN
1657.0,0.88,29.54,62,DRY_RUN
1658.0,0.88,39.02,6,DRY_RUN
1660.0,0.88,40.53,56,DRY_RUN
1661.0,0.88,28.57,52,DRY_RUN
1662.0,0.88,50.67,30,DRY_RUN
1663.0,0.88,41.7,4,DRY_RUN
1664.0,0.87,38.65,76,DRY_RUN
1665.0,0.88,38.18,6,DRY_RUN
1666.0,0.88,43.32,62,DRY_RUN
1667.0,0.88,30.87,42,DRY_RUN
1668.0,0.87,34.16,4,DRY_RUN
1669.0,0.88,28.43,68,DRY_RUN
1670.0,0.88,40.59,92,DRY_RUN
1671.0,0.88,50.13,6,DRY_RUN
1672.0,0.88,31.77,30,DRY_RUN
1673.0,0.88,40.54,16,DRY_RUN
1674.0,0.88,36.89,14,DRY_RUN
1675.0,0.88,28.61,52,DRY_RUN
1676.0,0.88,26.08,4,DRY_RUN
1678.0,0.88,42.42,88,DRY_RUN
1679.0,0.89,34.99,16,DRY_RUN
1680.0,0.88,42.38,4,DRY_RUN
1681.0,0.88,35.78,26,DRY_RUN
1682.0,0.87,35.57,46,DRY_RUN
1683.0,0.88,29.51,4,DRY_RUN
1684.0,0.88,28.44,88,DRY_RUN
1685.0,0.88,34.27,26,DRY_RUN
1686.0,0.88,40.3,32,DRY_RUN
1687.0,0.88,36.74,0,DRY_RUN
1688.0,0.88,49.02,22,DRY_RUN
1689.0,0.88,47.21,14,DRY_RUN
1690.0,0.88,41.16,56,DRY_RUN
1691.0,0.88,34.9,14,DRY_RUN
1692.0,0.88,41.41,58,DRY_RUN
1693.0,0.88,35.67,4,DRY_RUN
1695.0,0.88,40.86,30,DRY_RUN
1696.0,0.87,38.81,96,DRY_RUN
1697.0,0.88,44.08,68,DRY_RUN
1698.0,0.88,44.96,10,DRY_RUN
1699.0,0.89,44.46,42,DRY_RUN
1700.0,0.88,41.22,22,DRY_RUN
1701.0,0.88,33.48,16,DRY_RUN
1702.0,0.88,25.77,88,DRY_RUN
1703.0,0.88,34.82,42,DRY_RUN
1704.0,0.88,47.28,42,DRY_RUN
1705.0,0.88,40.99,16,DRY_RUN
1706.0,0.88,49.76,16,DRY_RUN
1707.0,0.88,46.45,22,DRY_RUN
1708.0,0.88,45.69,76,DRY_RUN
1709.0,0.89,37.42,14,DRY_RUN
1710.0,0.88,40.49,62,DRY_RUN
1712.0,0.89,34.27,22,DRY_RUN
1713.0,0.88,40.21,40,DRY_RUN
1714.0,0.88,36.58,86,DRY_RUN
1715.0,0.87,50.92,52,DRY_RUN
1716.0,0.88,42.37,4,DRY_RUN
1717.0,0.88,43.83,62,DRY_RUN
1718.0,0.87,37.77,6,DRY_RUN
1719.0,0.88,34.31,62,DRY_RUN
1720.0,0.88,31.56,26,DRY_RUN
1721.0,0.88,38.36,14,DRY_RUN
1722.0,0.88,33.63,56,DRY_RUN
1723.0,0.88,48.4,72,DRY_RUN
1724.0,0.89,31.85,4,DRY_RUN
1725.0,0.88,23.7,86,DRY_RUN
1726.0,0.88,38.4,6,DRY_RUN
1727.0,0.89,40.29,36,DRY_RUN
1728.0,0.88,33.85,0,DRY_RUN
1730.0,0.88,59.24,16,DRY_RUN
1731.0,0.88,43.58,86,DRY_RUN
1732.0,0.87,56.85,58,DRY_RUN
1733.0,0.88,48.02,10,DRY_RUN
1734.0,0.88,38.35,68,DRY_RUN
1735.0,0.88,29.74,76,DRY_RUN
1736.0,0.88,47.37,62,DRY_RUN
1737.0,0.88,30.46,30,DRY_RUN
1738.0,0.88,42.32,6,DRY_RUN
1739.0,0.88,40.11,26,DRY_RUN
1740.0,0.87,38.6,40,DRY_RUN
1741.0,0.88,24.29,6,DRY_RUN
1742.0,0.88,24.36,96,DRY_RUN
1743.0,0.88,31.81,76,DRY_RUN
1744.0,0.88,48.77,58,DRY_RUN
1745.0,0.89,48.23,16,DRY_RUN
1747.0,0.88,44.51,0,DRY_RUN
1748.0,0.88,36.13,50,DRY_RUN
1749.0,0.87,43.22,30,DRY_RUN
1750.0,0.87,33.23,6,DRY_RUN
1751.0,0.88,21.07,58,DRY_RUN
1752.0,0.88,33.4,78,DRY_RUN
1753.0,0.88,42.56,88,DRY_RUN
1754.0,0.88,33.0,20,DRY_RUN
1755.0,0.89,43.68,6,DRY_RUN
1756.0,0.88,39.01,40,DRY_RUN
1757.0,0.88,35.45,10,DRY_RUN
1758.0,0.88,41.69,26,DRY_RUN
1759.0,0.88,28.67,82,DRY_RUN
1760.0,0.88,54.35,56,DRY_RUN
1761.0,0.88,58.78,10,DRY_RUN
1762.0,0.87,41.25,56,DRY_RUN
1763.0,0.88,27.43,6,DRY_RUN
1765.0,0.88,39.57,68,DRY_RUN
1766.0,0.88,38.33,4,DRY_RUN
1767.0,0.88,35.94,22,DRY_RUN
1768.0,0.88,27.91,32,DRY_RUN
1769.0,0.88,48.33,30,DRY_RUN
1770.0,0.88,47.28,16,DRY_RUN
1771.0,0.87,45.73,76,DRY_RUN
1772.0,0.87,36.14,10,DRY_RUN
1773.0,0.88,38.3,68,DRY_RUN
1774.0,0.87,32.27,76,DRY_RUN
1775.0,0.88,46.78,66,DRY_RUN
1776.0,0.88,32.62,0,DRY_RUN
1777.0,0.89,42.24,4,DRY_RUN
1778.0,0.88,35.14,36,DRY_RUN
1779.0,0.88,35.01,6,DRY_RUN
1780.0,0.87,36.08,16,DRY_RUN
1782.0,0.88,27.3,96,DRY_RUN
1783.0,0.88,50.58,58,DRY_RUN
1784.0,0.88,53.5,4,DRY_RUN
1785.0,0.87,39.02,68,DRY_RUN
1786.0,0.88,25.63,6,DRY_RUN
1787.0,0.88,36.82,76,DRY_RUN
1788.0,0.88,29.65,6,DRY_RUN
1789.0,0.88,36.54,32,DRY_RUN
1790.0,0.88,30.84,4,DRY_RUN
1791.0,0.88,46.43,16,DRY_RUN
1792.0,0.88,39.97,30,DRY_RUN
1793.0,0.88,45.66,56,DRY_RUN
1794.0,0.88,35.72,0,DRY_RUN
1795.0,0.88,22.69,62,DRY_RUN
1796.0,0.88,33.15,72,DRY_RUN
1797.0,0.89,42.1,92,DRY_RUN
1799.0,0.87,41.7,30,DRY_RUN
1800.0,0.88,45.14,10,DRY_RUN
1801.0,0.87,37.95,50,DRY_RUN
1802.0,0.88,34.52,16,DRY_RUN
1803.0,0.88,39.84,52,DRY_RUN
1804.0,0.89,28.48,40,DRY_RUN
1805.0,0.88,45.57,14,DRY_RUN
1806.0,0.88,31.17,16,DRY_RUN
1807.0,0.88,35.5,46,DRY_RUN
1808.0,0.88,30.61,6,DRY_RUN
1809.0,0.89,25.7,88,DRY_RUN
1810.0,0.88,33.74,58,DRY_RUN
1811.0,0.88,52.25,52,DRY_RUN
1812.0,0.88,52.09,16,DRY_RUN
1813.0,0.88,44.64,4,DRY_RUN
1814.0,0.88,46.22,56,DRY_RUN
1815.0,0.88,43.88,14,DRY_RUN
1817.0,0.88,30.18,16,DRY_RUN
1818.0,0.88,21.91,46,DRY_RUN
1819.0,0.88,40.67,32,DRY_RUN
1820.0,0.88,44.14,88,DRY_RUN
1821.0,0.88,53.75,72,DRY_RUN
1822.0,0.88,48.14,10,DRY_RUN
1823.0,0.88,35.39,68,DRY_RUN
1824.0,0.88,36.19,6,DRY_RUN
1825.0,0.88,43.14,66,DRY_RUN
1826.0,0.88,33.88,4,DRY_RUN
1827.0,0.89,49.17,4,DRY_RUN
1828.0,0.88,37.52,22,DRY_RUN
1829.0,0.88,45.34,20,DRY_RUN
1830.0,0.88,52.09,26,DRY_RUN
1831.0,0.88,24.83,82,DRY_RUN
1832.0,0.88,38.57,30,DRY_RUN
1834.0,0.88,35.07,68,DRY_RUN
1835.0,0.88,42.79,76,DRY_RUN
1836.0,0.88,34.58,0,DRY_RUN
1837.0,0.88,39.13,96,DRY_RUN
1838.0,0.88,35.91,14,DRY_RUN
1839.0,0.88,35.32,56,DRY_RUN
1840.0,0.88,40.87,10,DRY_RUN
1841.0,0.88,43.78,0,DRY_RUN
1842.0,0.88,34.08,68,DRY_RUN
1843.0,0.88,55.97,22,DRY_RUN
1844.0,0.88,37.33,16,DRY_RUN
1845.0,0.87,21.94,42,DRY_RUN
1846.0,0.88,29.45,4,DRY_RUN
1847.0,0.88,33.5,98,DRY_RUN
1848.0,0.88,45.06,76,DRY_RUN
1849.0,0.88,54.22,10,DRY_RUN
1850.0,0.88,41.73,26,DRY_RUN
1852.0,0.89,39.25,4,DRY_RUN
1853.0,0.88,41.44,62,DRY_RUN
1854.0,0.88,37.04,16,DRY_RUN
1855.0,0.88,31.83,20,DRY_RUN
1856.0,0.88,26.08,36,DRY_RUN
1857.0,0.88,44.48,40,DRY_RUN
1858.0,0.88,44.16,14,DRY_RUN
1859.0,0.87,38.59,76,DRY_RUN
1860.0,0.89,34.07,10,DRY_RUN
1861.0,0.88,36.93,58,DRY_RUN
1862.0,0.88,32.89,40,DRY_RUN
1863.0,0.88,43.89,62,DRY_RUN
1864.0,0.88,37.28,6,DRY_RUN
1865.0,0.89,42.43,4,DRY_RUN
1866.0,0.88,32.12,30,DRY_RUN
1867.0,0.87,39.66,26,DRY_RUN
1869.0,0.88,34.83,20,DRY_RUN
1870.0,0.88,23.95,86,DRY_RUN
1871.0,0.88,34.72,62,DRY_RUN
1872.0,0.88,45.71,62,DRY_RUN
1873.0,0.87,50.42,58,DRY_RUN
1874.0,0.88,32.88,6,DRY_RUN
1875.0,0.88,30.62,76,DRY_RUN
1876.0,0.88,40.13,4,DRY_RUN
1877.0,0.88,40.17,32,DRY_RUN
1878.0,0.88,37.48,16,DRY_RUN
1879.0,0.88,61.51,6,DRY_RUN
1880.0,0.88,40.09,68,DRY_RUN
1881.0,0.88,50.98,30,DRY_RUN
1882.0,0.89,40.9,6,DRY_RUN
1883.0,0.88,30.17,62,DRY_RUN
1884.0,0.88,28.9,0,DRY_RUN
1886.0,0.88,44.72,88,DRY_RUN
1887.0,0.88,45.46,46,DRY_RUN
1888.0,0.89,58.2,14,DRY_RUN
1889.0,0.88,49.29,68,DRY_RUN
1890.0,0.88,31.26,6,DRY_RUN
1891.0,0.88,37.31,72,DRY_RUN
1892.0,0.88,26.33,16,DRY_RUN
1893.0,0.88,49.27,10,DRY_RUN
1894.0,0.88,44.5,16,DRY_RUN
1895.0,0.88,49.84,4,DRY_RUN
1896.0,0.88,41.23,50,DRY_RUN
1897.0,0.88,36.11,40,DRY_RUN
1898.0,0.88,32.86,14,DRY_RUN
1899.0,0.88,23.63,40,DRY_RUN
1900.0,0.88,47.89,32,DRY_RUN
1901.0,0.88,40.11,14,DRY_RUN
1902.0,0.88,45.65,76,DRY_RUN
1904.0,0.88,42.3,10,DRY_RUN
1905.0,0.88,35.43,68,DRY_RUN
1906.0,0.88,24.37,98,DRY_RUN
1907.0,0.87,45.76,72,DRY_RUN
1908.0,0.88,33.67,14,DRY_RUN
1909.0,0.89,45.06,10,DRY_RUN
1910.0,0.87,47.01,42,DRY_RUN
1911.0,0.87,44.87,22,DRY_RUN
1912.0,0.87,38.55,20,DRY_RUN
1913.0,0.88,23.34,96,DRY_RUN
1914.0,0.87,27.36,62,DRY_RUN
1915.0,0.87,45.99,66,DRY_RUN
1916.0,0.88,38.4,50,DRY_RUN
1917.0,0.88,40.26,6,DRY_RUN
1918.0,0.89,42.97,68,DRY_RUN
1919.0,0.89,42.29,14,DRY_RUN
1921.0,0.88,26.87,14,DRY_RUN
1922.0,0.88,19.07,52,DRY_RUN
1923.0,0.88,22.19,68,DRY_RUN
1924.0,0.88,42.46,88,DRY_RUN
1925.0,0.88,36.63,22,DRY_RUN
1926.0,0.88,51.7,10,DRY_RUN
1927.0,0.88,43.64,40,DRY_RUN
1928.0,0.88,43.5,14,DRY_RUN
1929.0,0.88,47.3,32,DRY_RUN
1930.0,0.88,22.36,72,DRY_RUN
1931.0,0.88,35.74,36,DRY_RUN
1932.0,0.88,36.7,62,DRY_RUN
1933.0,0.88,41.29,76,DRY_RUN
1934.0,0.89,40.85,0,DRY_RUN
1935.0,0.88,36.51,88,DRY_RUN
1936.0,0.88,34.88,10,DRY_RUN
1937.0,0.88,36.66,58,DRY_RUN
1939.0,0.88,32.8,62,DRY_RUN
1940.0,0.88,44.39,76,DRY_RUN
1941.0,0.87,39.3,14,DRY_RUN
1942.0,0.88,44.66,10,DRY_RUN
1943.0,0.88,38.34,52,DRY_RUN
1944.0,0.88,42.2,4,DRY_RUN
1945.0,0.87,43.4,66,DRY_RUN
1946.0,0.88,32.98,4,DRY_RUN
1947.0,0.88,47.63,6,DRY_RUN
1948.0,0.88,37.73,26,DRY_RUN
1949.0,0.88,38.37,4,DRY_RUN
1950.0,0.88,43.17,56,DRY_RUN
1951.0,0.88,35.68,0,DRY_RUN
1952.0,0.88,34.45,26,DRY_RUN
1953.0,0.87,39.06,4,DRY_RUN
1954.0,0.88,46.62,14,DRY_RUN
1956.0,0.88,36.81,42,DRY_RUN
1957.0,0.88,44.52,26,DRY_RUN
1958.0,0.88,32.18,14,DRY_RUN
1959.0,0.88,20.9,36,DRY_RUN
1960.0,0.88,37.16,32,DRY_RUN
1961.0,0.88,39.62,98,DRY_RUN
1962.0,0.88,59.5,50,DRY_RUN
1963.0,0.88,40.74,4,DRY_RUN
1964.0,0.88,21.95,58,DRY_RUN
1965.0,0.88,27.77,0,DRY_RUN
1966.0,0.88,34.32,98,DRY_RUN
1967.0,0.88,45.02,76,DRY_RUN
1968.0,0.88,59.81,10,DRY_RUN
1969.0,0.88,39.32,68,DRY_RUN
1970.0,0.88,22.62,6,DRY_RUN
1971.0,0.87,31.59,86,DRY_RUN
1973.0,0.88,34.69,36,DRY_RUN
1974.0,0.88,48.51,56,DRY_RUN
1975.0,0.88,48.73,30,DRY_RUN
1976.0,0.88,38.36,6,DRY_RUN
1977.0,0.88,38.31,78,DRY_RUN
1978.0,0.88,38.75,4,DRY_RUN
1979.0,0.89,32.17,46,DRY_RUN
1980.0,0.89,39.23,0,DRY_RUN
1981.0,0.88,41.21,4,DRY_RUN
